steamid,personaname
76561197964735951,TopDog
76561197964735957,stubbleduck
76561197964736021,[-NG-] Hard_Meat
76561197964736069,Refluxblue
76561197964736099,[C.JFF] Carrick
76561197964736114,{FST-F} FroPick
76561197964736201,Vorlonesque
76561197964736285,[OCÎ›U] BarbequedIguana
76561197964736311,Lethal_Vortex
76561197964736532,LaWiseShub
76561197964736539,madmossy
76561197964736648,Disgruntled Goat
76561197964736822,Juiceton
76561197964736884,Dash
76561197964737001,Choladar
76561197964737028,Expendable Boximus
76561197964737220,[FeC] WaffleZ
76561197964737666,Dexter
76561197964737670,Laizin
76561197964737868,Rythen
76561197964737911,ooghijmiqtxxa
76561197964737944,Vincent Tempus
76561197964737956,luke_strider
76561197964737973,Major. Boner
76561197964738072,Keira Kelly
76561197964738117,Skerik
76561197964738135,Ghost
76561197964738174,-Kreep-
76561197964738183,TOM.
76561197964738205,pomerator
76561197964738259,Stifler
76561197964738282,[BGN]JimFish
76561197964738304,Matt Enth
76561197964738323,jlosgerby
76561197964738331,Hoffa
76561197964738361,jnight
76561197964738377,I fear no BEER!!!
76561197964738425,[SC^2]PlayerX
76561197964738445,trinity_grommet
76561197964738494,yopes
76561197964738548,CGlennT
76561197964738590,nmalinoski
76561197964738602,Dopaumusprime
76561197964738700,Curry Thunder
76561197964738790,mpavlicic
76561197964738824,mimeunier
76561197964738848,mr_ummagunna
76561197964738879,Haliaeetus
76561197964738887,saajee
76561197964739048,Bill_Underwood
76561197964739144,Chooba
76561197964739248,R4DI473
76561197964739492,Urp the Shocker
76561197964739503,General Hawk
76561197964739507,Xeva
76561197964739687,Wraith
76561197964739732,Madmax
76561197964739770,Enwe
76561197964739782,Aki
76561197964739803,Brenten
76561197964739890,Shifty
76561197964739918,shing ming
76561197964739919,ew : : kinshasa
76561197964740015,SergeantNathan |ÅÃ¨ÄÄ±Å¥.|
76561197964740046,SirDaemos
76561197964740210,Phixion
76561197964740226,Alert the Press
76561197964740251,T1ms a KillJoi
76561197964740300,"JMet,B?"
76561197964740356,Holiday
76561197964740532,Snax
76561197964740568,Bloodstrike
76561197964740622,Saneron
76561197964741093,Magefire[WC]
76561197964741191,Arrta Myrdhyn
76561197964741193,HoFox
76561197964741254,silentfury
76561197964741288,C $ Millionaire
76561197964741332,TheDoyle
76561197964741508,riej74
76561197964741524,Stone Cold Dan
76561197964741634,Madkat
76561197964741762,ice13erg
76561197964741775,Big Dan Teague
76561197964741861,blacky-black21rus
76561197964741910,Tremor
76561197964741948,Col. Jack O'Neill SG-1
76561197964742053,Des
76561197964742118,Hiti-Kun
76561197964742191,Lord_Slayer
76561197964742326,srsiv
76561197964742395,Zechs
76561197964742403,Symphony
76561197964742439,SuperCupCake
76561197964742459,?!?!?
76561197964742553,Ferociousbunny
76561197964742607,Spiral
76561197964742725,Trisn
76561197964742732,darrel
76561197964742859,dodgeman7179
76561197964742913,Kerberos
76561197964742925,Passenger
76561197964742959,Nucks | Roberto Luongo #dF
76561197964742969,P!r4t3
76561197964743041,Samson
76561197964743118,Sterkleton
76561197964743189,Howdy
76561197964743288,L-Plate
76561197964743300,Virus717
76561197964743647,keskiolut
76561197964743747,Madmannah
76561197964743805,Prophaniti
76561197964743869,a(S)c creeper à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰à¹‰
76561197964744397,BlaZiN
76561197964744745,StruggleforfreedoM
76561197964745040,Krille[no]
76561197964745163,cruloz
76561197964745256,Neurosis
76561197964745735,AkimboFagVer.2
76561197964745839,Ar1
76561197964745962,kRypt1k
76561197964745965,(FU-Q2) Hagen13
76561197964746246,Pokemahoneâ„¢
76561197964746523,Dramatical
76561197964746862,[S*F]MadDog
76561197964747435,iforce
76561197964747505,Kasterix
76561197964747536,Iian Maikl
76561197964748073,Holtzmann
76561197964748094,KSHG
76561197964748098,#Sakai
76561197964748308,MooCow?
76561197964748666,Chief
76561197964749163,_o_
76561197964749280,Vladimir Bobinski
76561197964749408,BobbyDiGital
76561197964749428,Zarnath
76561197964749594,SaN - SuKu
76561197964749818,Activ3 [NO]
76561197964750096,Reby^
76561197964750101,Jdizzle
76561197964750193,HardstylerDK
76561197964750260,EddyB43
76561197964750544,spitfiredd
76561197964750558,the law
76561197964750603,Guigz
76561197964750738,Darvirp
76561197964750986,TheDaethMachine
76561197964751013,BetaBoys?.Cave
76561197964751199,the_grim_reaper124
76561197964751553,Bacon
76561197964751569,Kernel PANIC!
76561197964751722,yujikol
76561197964751819,paraa
76561197964751928,Vandac
76561197964752026,P`King^Duck*
76561197964752214,Jiggle Billy
76561197964752238,@lucard
76561197964752457,Antics
76561197964752581,alex0486
76561197964753042,MEGALADON
76561197964753077,mathman28
76561197964753145,Cyprian
76561197964753220,mindgame[sd]
76561197964753258,Jezus Christ Superstar
76561197964753390,dark8ball
76561197964753399,Yolo McSwag
76561197964753502,prism
76561197964753506,Moporoco
76561197964753616,SKUNKX
76561197964753745,gjg131
76561197964753806,Apollo
76561197964753838,Wallynova
76561197964753891,Citizen Snips
76561197964754097,[LaaG]Waldo
76561197964754213,MMDASH
76561197964754339,Cheezle
76561197964754446,Commander
76561197964754480,Jiggypunk
76561197964754566,jchmorgan
76561197964754618,Zessin #A to Z
76561197964754703,Entheogenic
76561197964754732,Mr. Rotten Treats
76561197964754738,koma450
76561197964754886,BETIM
76561197964754993,kaysinnn
76561197964755007,g0lden t0ke
76561197964755058,Dopefish
76561197964755560,PlusDikket
76561197964755694,arm000
76561197964755786,renbel
76561197964755821,Odie
76561197964755846,Mak0
76561197964755854,Linkold
76561197964756109,Options
76561197964756303,[AU] De La Mikeii
76561197964756329,BadAceMFer
76561197964756349,Black100
76561197964756401,esea
76561197964756413,NJMenacE
76561197964756524,FlawlessKowboy
76561197964756536,P|ayer
76561197964756738,stupca
76561197964756884,Mav
76561197964757369,Leader28
76561197964757379,lowe23 (lol Italy)
76561197964757403,Papa Snerf
76561197964757527,.C7.TainInfernus
76561197964757715,Stile451
76561197964758003,^1[DP]^0Gumba
76561197964758017,Philder5
76561197964758034,Â»[NFC]Â« IroNErazoR
76561197964758089,MercVT
76561197964758127,darb_the_wise
76561197964758572,zpade
76561197964758585,Xpndable
76561197964758592,RiPLAY
76561197964758845,Bad Olaf Is Bad
76561197964758944,Bomb Diggety
76561197964759119,ArChON
76561197964759408,kochsrevenge
76561197964759455,SumYounGai
76561197964759608,RGMillion
76561197964759663,Shin Yodama
76561197964759689,nopoles
76561197964759723,SPK_War_Lord
76561197964760029,Tsalmavet
76561197964760441,PolyTect
76561197964760539,Eraser
76561197964761091,^0- ^2Who ^0Shot ^2Ya?
76561197964761105,-|WaD|- Richard Richard
76561197964761123,DongDong
76561197964761231,[pew]Raptor007
76561197964761245,Jonnyphive
76561197964761269,DoomedBunnies
76561197964761648,retard.Gans
76561197964761989,[SB] Shane
76561197964762085,ydoc
76561197964762217,Yudo
76561197964762903,{GSR} KuRrUpT
76561197964763014,jakob
76561197964763305,WangMakeGoodFood
76561197964763349,DangerZesque
76561197964763410,ACH][LLES {H-r}
76561197964763534,SirBindy
76561197964763677,NÃ¤nnipihan talonmies
76561197964763804,Daleus
76561197964764251,SpudZooka
76561197964764464,vs. KoG
76561197964764610,[CheeZ]Kraft Singles
76561197964764640,INHU
76561197964764742,smyg|DTay
76561197964764818,dirkus
76561197964764835,horo207
76561197964765151,Nurbs
76561197964765161,MECH1
76561197964765245,kjetil
76561197964765316,BigBoss
76561197964765543,Equim
76561197964766104,t('-'t) PiP
76561197964766175,The Fritz
76561197964766368,Cerby
76561197964766572,"Dr. Professor CrazyFingers, DDS"
76561197964766797,Buiu
76561197964766833,Phoboss
76561197964766849,Hirotaro
76561197964766860,WytKnyt
76561197964767044,Sens
76561197964767166,Skallion
76561197964767182,-=Vivid=-[ExE]
76561197964767452,General Hoohah
76561197964767483,there's no future in this...
76561197964767507,MoRPhz
76561197964767546,Tapaturmio
76561197964767653,Vectorman
76561197964767884,Hello.Kitty.Revolution
76561197964767934,SuFR
76561197964768338,chris
76561197964768364,A Small Child
76561197964768406,wonderboy
76561197964768528,[BAMF]Gryphon
76561197964768681,[VFC] Ryan
76561197964768733,ryans70055
76561197964768768,silegth
76561197964768795,BC K.
76561197964769005,Project Helix
76561197964769020,Deft-Tech
76561197964769094,Oggy Bendoggy
76561197964769282,Doc
76561197964769445,-Whiskey-â—¥â–¶â—€â—¤
76561197964769451,Duke
76561197964769540,vigo2001
76561197964769575,SanAntoHomie
76561197964769680,ctjanus
76561197964769727,DeH4uK
76561197964769762,holyschmidt
76561197964769784,RoaringSun
76561197964769942,Cpt. Brown Eye
76561197964769980,[G.O.D] Vistare
76561197964770056,Ice
76561197964770137,Wocman
76561197964770158,Shinsetsu
76561197964770258,"Greg Perry, Realtor"
76561197964770363,Jack Sparrow
76561197964770454,Bloodflood
76561197964770474,Nucky Thompson
76561197964770475,mikeyv.
76561197964770516,Snake
76561197964770541,Slaughterdog
76561197964770633,deflorator
76561197964770648,RageQuit Monkey
76561197964770714,LIN CHI GIN
76561197964770752,DeathByWhiskey
76561197964770782,SoulRasp
76561197964771038,Fenix
76561197964771255,XaNtHuS
76561197964771371,pliskin
76561197964771413,minipax
76561197964771614,Spongey
76561197964771696,DiamondHead
76561197964771726,Ispeakdrow
76561197964771735,novikov
76561197964771772,shthead
76561197964771787,Phallus of the Gods (Cobra)
76561197964771823,M3Rush
76561197964771897,Iroquois Pliskin
76561197964772089,Llyranor
76561197964772090,Boon
76561197964772156,Shiftydude
76561197964772387,Johny2x4
76561197964772400,Balt603
76561197964772449,"Miles ""The Koala"""
76561197964772659,arcaner
76561197964772677,Omen #getsome
76561197964772727,Hetty Machety
76561197964773063,Tom
76561197964773127,JBE
76561197964773219,creamoftoast
76561197964773301,{WAR}  â€ -=  Paw_Paw =-â€ 
76561197964773431,thegreatnanners
76561197964773459,PunchMonkey
76561197964773523,FM Towns Car Marty
76561197964773646,j0nnnnn0
76561197964773675,everygamer
76561197964773767,nofxfreak70
76561197964773882,Jack 'Inva'
76561197964773943,maniac ricky
76561197964774181,Vesper
76561197964774183,Slackerchan
76561197964774711,Jack in the Box
76561197964774963,Spartakooks
76561197964775094,cobray
76561197964775096,RÃ¤k
76561197964775249,<DT>  d0m3sp1att3r
76561197964775333,R0YB0T
76561197964775495,chaotarch
76561197964775594,Gunscythe
76561197964775639,Novica UroÅ¡eviÄ‡
76561197964775687,Blue Waffle
76561197964775689,zzz
76561197964775860,bamboocha
76561197964775923,LeonardLam10
76561197964775971,fekaka
76561197964776530,Kaon
76561197964776670,BGriffin
76561197964776705,ZASkaggs
76561197964776771,Ninja Smurf
76561197964777142,Shinobu
76561197964777461,Fretyjuikio
76561197964777614,Rusher
76561197964777849,McHall
76561197964777852,be080888
76561197964778042,^6[^2Jeffe^6]
76561197964778062,f1ip
76561197964778404,+Blaow
76561197964778781,TwinSignal
76561197964778908,Arins
76561197964779207,Langfinger
76561197964779260,[MoX]Hindu
76561197964779418,Findsman
76561197964779645,LEROOOY JENKINS #YOOOLOOO
76561197964779897,ANdREZOREd
76561197964780014,Puggims
76561197964780466,Systemfailure
76561197964780682,Beckis
76561197964780838,Akuma
76561197964780900,Loggins
76561197964780947,The Angry Kid
76561197964781048,bridgmark
76561197964781466,pitzo123
76561197964781475,Shinta
76561197964781654,Eclipse
76561197964781832,Kobelinh
76561197964781861,Lui
76561197964781919,zerodevide
76561197964781936,juntacazon
76561197964782051,sphinxerafg
76561197964782094,AmbiguousMonk
76561197964782121,~~LaDyNaMiTe~~
76561197964782152,SemperGigEm
76561197964782249,h3atz (Raddan)
76561197964782516,poptire
76561197964782717,Alchemist
76561197964782837,Lord Jesus the jerk
76561197964782863,Nood Nood Modherfuger :DDD
76561197964783012,Ecrofleps
76561197964783498,Lakhnerth
76561197964783517,Miura
76561197964783769,tik@llem@
76561197964783772,Tuna
76561197964783905,Sanger
76561197964784062,theonenonlypatg
76561197964784153,Bobbels
76561197964784248,sobachkA.
76561197964784340,[CARE] Mantra
76561197964784419,Pippi Langkous
76561197964784752,Boss Hogg Ninja
76561197964784822,Superzombie
76561197964785060,Opt
76561197964785283,Duke of Puke
76561197964785747,Dutchie
76561197964785833,Erppo
76561197964786007,-MGSa-Golgo13
76561197964786043,broncos301
76561197964786227,Kruddman
76561197964786359,Yodataco
76561197964786539,midgetsl4yer
76561197964786631,Sven
76561197964787069,ObSoLe3t
76561197964787349,SPawN[DJedi]
76561197964787383,[ZRS]-KingGodzilla
76561197964787472,hiveminded
76561197964787625,jesusaurus
76561197964787631,TRINN
76561197964787641,Rinder
76561197964787742,ihigs
76561197964787795,BlackTommy
76561197964787919,Oosten
76561197964788113,SofaKingYule
76561197964788374,Beano9000
76561197964788439,slickestjg
76561197964788454,Redfire
76561197964788479,winterj
76561197964788570,Nibbles
76561197964788586,gpchopstix
76561197964788716,=GzR=Cov3rt_4s
76561197964788747,[SG] ghost
76561197964788795,habbycatt
76561197964788809,Loki
76561197964788887,RazrFalconX
76561197964788907,nicestaznguy
76561197964788922,[-Q-] Misfit
76561197964788960,Anaksul
76561197964788984,KAI[R]Ù©(ãƒ„)Û¶
76561197964789167,axehandle
76561197964789179,{nG}SpyEagle
76561197964789330,Bloodsport
76561197964789404,SlyMarbo
76561197964789454,Shadowlinex
76561197964789455,Craquehead
76561197964789485,moldedguppy
76561197964789522,Franklin
76561197964789775,scorpio
76561197964789837,elcorogrande
76561197964789951,Heymaker
76561197964790017,xAlfonz
76561197964790243,Plate_of_nachos
76561197964790367,Finrandojin
76561197964790420,Giraffe
76561197964790577,GeorgeIV
76561197964790753,boodu
76561197964790764,Detox
76561197964790772,abba
76561197964790822,Tyranidman
76561197964790892,Theturdburglar
76561197964790910,doki_loki
76561197964790981,pea
76561197964791068,Liquid
76561197964791108,<BALLZ>Morketh
76561197964791205,Bubbles
76561197964791218,Gerbs
76561197964791556,Metal
76561197964791576,Interloper
76561197964791648,Big Sword Bro
76561197964791956,zaga32290
76561197964791982,njmann20
76561197964792112,STRATCOM
76561197964792158,Laurent Jay
76561197964792646,BattlePope
76561197964792811,Terrorok
76561197964792814,Tellaris
76561197964792954,Ikonoklast
76561197964793099,[CoFR]Shield Wolf
76561197964793122,Gushu
76561197964793282,-Sathanas-
76561197964793348,Furious M
76561197964793390,Gado
76561197964793686,Preacherman
76561197964793808,iratepr
76561197964793878,Denis
76561197964794126,Longstream
76561197964794238,Peter Rosser
76561197964794286,Ramsis
76561197964794570,The Butcher
76561197964794696,Phuanobi @ SG
76561197964794710,MooseKn8ckles
76561197964795044,Nednats
76561197964795047,Jambas
76561197964795075,Shnug
76561197964795118,Secondhand Devil
76561197964795310,Paleclaw
76561197964795377,Stoke
76561197964795443,{MG} Black Rain
76561197964795511,Maytch
76561197964795682,SparkleFURY
76561197964795762,champ_pain
76561197964795769,Shifty
76561197964795801,DuxxB
76561197964796034,Voldy-din
76561197964796161,Kaziks
76561197964796287,Limit
76561197964796361,leofisk
76561197964796414,Bluejello
76561197964796608,PCSteele
76561197964796667,ANKEBORG IF - Cnut
76561197964796677,Normander
76561197964796919,Klix
76561197964797016,The Goat Lord
76561197964797274,Knytestorme
76561197964797634,Whey protein
76561197964797808,zaQz
76561197964797821,Ralph Nader & The Justice System
76561197964797839,TerroN
76561197964797954,Radavik
76561197964798786,Xzanthar
76561197964798825,Rubber Duck
76561197964798891,S.Killa
76561197964799207,{HR}Viper
76561197964799264,van
76561197964799487,peOpLe = ShiT
76561197964799523,Juzz
76561197964799618,Squall
76561197964800023,Judoflip
76561197964800262,Fuzzy Dunlop
76561197964800313,black_obelisk
76561197964800495,Vindicator
76561197964800742,ZemeZ
76561197964800846,jwanz
76561197964801013,Zorgrim
76561197964801111,Giggas45
76561197964801337,Dov
76561197964801483,takeshi
76561197964801760,Derpatron
76561197964801856,Schmeisser
76561197964802012,Pierre
76561197964802161,krutch
76561197964802326,twp_jack
76561197964802669,Ero2112
76561197964802779,bLaZen
76561197964802877,Hey Mama
76561197964803172,xileF
76561197964803275,Monkfish
76561197964803343,dvs.n1ghT
76561197964803408,craw
76561197964803549,MatV
76561197964803555,s!Lec
76561197964803573,Harry Potter
76561197964803642,NeWblo0d
76561197964803691,Goat Roper
76561197964803851,HOTFOOT[SOAR]
76561197964803946,Xenara
76561197964804200,MetalBeer
76561197964804537,NotoriousGUO
76561197964804911,Warlord
76561197964805179,MateoEyoo
76561197964805342,warchoooooo~~
76561197964805650,djnutn
76561197964805687,uglydawg
76561197964805793,Jammin' on the One
76561197964806097,Arrow_Fodder
76561197964806167,wise papa sloth
76561197964806355,Cartoon_Violence
76561197964806432,RyoHazuki
76561197964806574,Wyldcard
76561197964806862,trymkb
76561197964807175,in3rdeyevision
76561197964807300,Ohw #01
76561197964807347,=UwG=BlackLotus
76561197964807712,thiago.vpf
76561197964808089,the real majin buu
76561197964808220,d!v4 @ w4rMÂµP
